year	category	procedure	county	hospital	address	discharge_count	median_length_in_days	median_charge_per_stay
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	KAISER FND HOSP - HAYWARD/FREMONT	27400 HESPERIAN BOULEVARD, HAYWARD, 94545	38	4.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	KAISER FND HOSP - OAKLAND CAMPUS	280 W. MACARTHUR BOULEVARD, OAKLAND, 94611-5693	33	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	SAN LEANDRO HOSPITAL	13855 EAST 14TH STREET, SAN LEANDRO, 94578	1	7.0	125147
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	ST. ROSE HOSPITAL	27200 CALAROGA AVENUE, HAYWARD, 94545	1	7.0	138908
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	VALLEYCARE MEDICAL CENTER	5555 WEST LAS POSITAS BLVD., PLEASANTON, 94588	5	4.0	120111
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Alameda	WASHINGTON HOSPITAL - FREMONT	2000 MOWRY AVENUE, FREMONT, 94538	10	3.0	94436
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Amador	SUTTER AMADOR HOSPITAL	200 MISSION BLVD, JACKSON, 95642	2	7.0	65158
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Butte	ENLOE MEDICAL CENTER- ESPLANADE CAMPUS	1531 ESPLANADE, CHICO, 95926	18	5.0	59858
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Butte	FEATHER RIVER HOSPITAL	5974 PENTZ ROAD, PARADISE, 95969	12	4.0	99058
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Butte	OROVILLE HOSPITAL	2767 OLIVE HIGHWAY, OROVILLE, 95966	3	4.0	52139
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Calaveras	MARK TWAIN ST. JOSEPH'S HOSPITAL	768 MOUNTAIN RANCH ROAD, SAN ANDREAS, 95249	1	3.0	10333
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	CONTRA COSTA REGIONAL MEDICAL CENTER	2500 ALHAMBRA AVENUE, MARTINEZ, 94553	3	3.0	27263
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	DOCTORS MEDICAL CENTER - SAN PABLO	2000 VALE ROAD, SAN PABLO, 94806	5	4.0	72496
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS	2540 EAST STREET, CONCORD, 94520	15	2.0	86846
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS	1601 YGNACIO VALLEY ROAD, WALNUT CREEK, 94598	12	3.5	103009
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	KAISER FND HOSP - WALNUT CREEK	1425 SOUTH MAIN STREET, WALNUT CREEK, 94596-5300	39	4.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	KAISER FOUND HSP-ANTIOCH	4501 SAND CREEK ROAD, ANTIOCH, 94531	11	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	SAN RAMON REGIONAL MEDICAL CENTER	6001 NORRIS CANYON ROAD, SAN RAMON, 94583	4	2.0	75419
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Contra Costa	SUTTER DELTA MEDICAL CENTER	3901 LONE TREE WAY, ANTIOCH, 94509	4	8.0	128288
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	El Dorado	MARSHALL  MEDICAL CENTER (1-RH)	1100 MARSHALL WAY, PLACERVILLE, 95667	6	5.0	120077
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Fresno	CLOVIS COMMUNITY MEDICAL CENTER	2755 HERNDON AVENUE, CLOVIS, 93612	6	3.0	28190
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Fresno	COMMUNITY REGIONAL MEDICAL CENTER-FRESNO	2823 FRESNO AND R STREETS, FRESNO, 93721	39	4.0	28344
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Fresno	FRESNO SURGICAL HOSPITAL	6125 NORTH FRESNO STREET, FRESNO, 93710	12	3.0	40956
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Fresno	KAISER FND HOSP - FRESNO	7300 NORTH FRESNO STREET, FRESNO, 93720	17	4.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Fresno	ST. AGNES MEDICAL CENTER	1303 EAST HERNDON AVENUE, FRESNO, 93720	48	3.0	64058
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Humboldt	ST. JOSEPH HOSPITAL - EUREKA	2700 DOLBEER STREET, EUREKA, 95501	13	5.0	96965
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Imperial	EL CENTRO REGIONAL MEDICAL CENTER	1415 ROSS AVENUE, EL CENTRO, 92243	9	6.0	85696
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Imperial	PIONEERS MEMORIAL HOSPITAL	207 WEST LEGION ROAD, BRAWLEY, 92227	3	5.0	52057
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Kern	BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET	420 - 34TH STREET, BAKERSFIELD, 93301	38	3.5	51846
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Kern	KERN MEDICAL CENTER	1700 MOUNT VERNON AVENUE, BAKERSFIELD, 93306	9	4.0	31147
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Kern	MERCY HOSPITAL - BAKERSFIELD	2215 TRUXTUN AVENUE, BAKERSFIELD, 93301	4	7.5	133690
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Kern	RIDGECREST REGIONAL HOSPITAL	1081 NORTH CHINA LAKE BLVD., RIDGECREST, 93555	2	5.0	54483
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Kern	SAN JOAQUIN COMMUNITY HOSPITAL	2615 CHESTER AVENUE, BAKERSFIELD, 93301	3	2.0	83410
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Kings	HANFORD COMMUNITY MEDICAL CENTER	450 GREENFIELD AVENUE, HANFORD, 93230	6	4.5	50902
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Lake	ST. HELENA HOSPITAL - CLEARLAKE	15630 18TH AVE - HWY 53, CLEARLAKE, 95422	1	6.0	66442
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	ANTELOPE VALLEY HOSPITAL	1600 WEST AVENUE J, LANCASTER, 93534	10	4.0	35831
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	BELLFLOWER MEDICAL CENTER	9542 EAST ARTESIA BOULEVARD, BELLFLOWER, 90706	1	5.0	72499
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	BEVERLY HOSPITAL	309 WEST BEVERLY BOULEVARD, MONTEBELLO, 90640	9	5.0	25199
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	BROTMAN MEDICAL CENTER	3828 DELMAS TERRACE, CULVER CITY, 90231	3	4.0	85898
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES	1401 SOUTH GRAND AVENUE, LOS ANGELES, 90015	5	2.0	36923
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	CEDARS SINAI MEDICAL CENTER	8700 BEVERLY BOULEVARD, LOS ANGELES, 90048	143	2.0	93891
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	CENTINELA HOSPITAL MEDICAL CENTER	555 EAST HARDY STREET, INGLEWOOD, 90301	1	3.0	185068
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	CHILDREN'S HOSPITAL OF LOS ANGELES	4650 SUNSET BOULEVARD, LOS ANGELES, 90027	38	3.0	36362
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	CITRUS VALLEY MEDICAL CENTER - IC CAMPUS	210 W. SAN BERNARDINO ROAD, COVINA, 91723	2	4.0	42959
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	CITRUS VALLEY MEDICAL CENTER - QV CAMPUS	1115 SOUTH SUNSET AVENUE, WEST COVINA, 91790	3	4.0	35754
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL	1500 EAST DUARTE ROAD, DUARTE, 91010	47	3.0	55292
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	DOWNEY REGIONAL MEDICAL CENTER	11500 BROOKSHIRE AVENUE, DOWNEY, 90241	10	3.0	53662
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	EARL AND LORRAINE MILLER CHILDRENS HOSPITAL	2801 ATLANTIC AVENUE, LONG BEACH, 90806	1	18.0	192635
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL	250 SOUTH GRAND AVENUE, GLENDORA, 91741	5	5.0	48156
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	GARFIELD MEDICAL CENTER	525 NORTH GARFIELD AVENUE, MONTEREY PARK, 91754	7	4.0	82664
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE	1509 EAST WILSON TERRACE, GLENDALE, 91206	3	4.0	54165
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER	1420 SOUTH CENTRAL AVENUE, GLENDALE, 91204	5	4.0	51720
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	GOOD SAMARITAN HOSPITAL-LOS ANGELES	1225 WILSHIRE BOULEVARD, LOS ANGELES, 90017	4	6.5	103256
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	HOLLYWOOD PRESBYTERIAN MEDICAL CENTER	1300 NORTH VERMONT AVENUE, LOS ANGELES, 90027	3	5.0	86922
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	HUNTINGTON MEMORIAL HOSPITAL	100 W. CALIFORNIA BOULEVARD, PASADENA, 91105	33	4.0	61535
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FND HOSP - BALDWIN PARK	1011 BALDWIN PARK BLVD., BALDWIN PARK, 91706	16	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FND HOSP - BELLFLOWER	9400 EAST ROSECRANS AVENUE, BELLFLOWER, 90706	23	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FND HOSP - PANORAMA CITY	13652 CANTARA STREET, PANORAMA CITY, 91402	24	2.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FND HOSP - SOUTH BAY	25825 SOUTH VERMONT AVENUE, HARBOR CITY, 90710	31	2.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FND HOSP - SUNSET	4867 SUNSET BOULEVARD, LOS ANGELES, 90027	53	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FND HOSP - WEST LA	6041 CADILLAC AVENUE, LOS ANGELES, 90034	21	2.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FND HOSP - WOODLAND HILLS	5601 DE SOTO AVENUE, WOODLAND HILLS, 91367	21	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	KAISER FOUNDATION HOSPITAL - DOWNEY	9333 IMPERIAL HIGHWAY, DOWNEY, 90242	8	2.5	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	LAC+USC MEDICAL CENTER	1200 NORTH STATE STREET, LOS ANGELES, 90033	16	5.0	53041
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	LAC/HARBOR-UCLA MEDICAL CENTER	1000 WEST CARSON STREET, TORRANCE, 90502	20	5.0	45745
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	LAKEWOOD REGIONAL MEDICAL CENTER	3700 EAST SOUTH STREET, LAKEWOOD, 90712	2	9.5	175679
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	LANCASTER COMMUNITY HOSPITAL	43830 NORTH 10TH STREET WEST, LANCASTER, 93534	1	6.0	95912
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	LONG BEACH MEMORIAL MEDICAL CENTER	2801 ATLANTIC AVENUE, LONG BEACH, 90806	20	4.0	41722
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	LOS ANGELES COMMUNITY HOSPITAL	4081 EAST OLYMPIC BOULEVARD, LOS ANGELES, 90023	1	14.0	104698
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER	14445 OLIVE VIEW DRIVE, SYLMAR, 91342	30	3.0	20745
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	MARINA DEL REY HOSPITAL	4650 LINCOLN BOULEVARD, MARINA DEL REY, 90291	11	5.0	91733
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	MEMORIAL HOSPITAL OF GARDENA	1145 W. REDONDO BEACH BLVD., GARDENA, 90247	1	7.0	68315
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	METHODIST HOSPITAL OF SOUTHERN CALIFORNIA	300 WEST HUNTINGTON DRIVE, ARCADIA, 91007	7	4.0	43816
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS	14850 ROSCOE BOULEVARD, PANORAMA CITY, 91402	1	4.0	33161
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	NORTHRIDGE HOSPITAL MEDICAL CENTER	18300 ROSCOE BOULEVARD, NORTHRIDGE, 91328	8	3.5	105126
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	PACIFIC HOSPITAL OF LONG BEACH	2776 PACIFIC AVENUE, LONG BEACH, 90806	1	4.0	86617
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	POMONA VALLEY HOSPITAL MEDICAL CENTER	1798 NORTH GAREY AVENUE, POMONA, 91767	8	4.0	49242
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	PRESBYTERIAN INTERCOMMUNITY HOSPITAL	12401 EAST WASHINGTON BLVD., WHITTIER, 90602	13	4.0	93646
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	PROVIDENCE HOLY CROSS MEDICAL CENTER	15031 RINALDI STREET, MISSION HILLS, 91345	28	3.5	80438
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO	1300 WEST SEVENTH STREET, SAN PEDRO, 90732	2	6.0	96642
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE	4101 TORRANCE BOULEVARD, TORRANCE, 90503	21	3.0	62472
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	PROVIDENCE SAINT JOSEPH MEDICAL CENTER	501 SO. BUENA VISTA, BURBANK, 91505-4866	23	4.0	107164
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	RONALD REAGAN UCLA MEDICAL CENTER	757 WESTWOOD PLAZA, LOS ANGELES, 90095	211	2.0	28005
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	SAN DIMAS COMMUNITY HOSPITAL	1350 WEST COVINA BOULEVARD, SAN DIMAS, 91773	2	4.5	73573
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	SAN GABRIEL VALLEY MEDICAL CENTER	438 W. LAS TUNAS DRIVE, SAN GABRIEL, 91776	2	7.5	238892
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL	1250 16TH STREET, SANTA MONICA, 90404	3	2.0	40009
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	ST. FRANCIS MEDICAL CENTER	3630 IMPERIAL HIGHWAY, LYNWOOD, 90262	7	5.0	41433
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	ST. JOHN'S HEALTH CENTER	2121 Santa Monica Blvd, SANTA MONICA, 90404	5	4.0	63203
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	ST. MARY MEDICAL CENTER	1050 LINDEN AVENUE, BOX 887, LONG BEACH, 90801	3	7.0	72313
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	ST. VINCENT MEDICAL CENTER	2131 WEST 3RD STREET, LOS ANGELES, 90057	54	2.0	60666
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	TORRANCE MEMORIAL MEDICAL CENTER	3330 WEST LOMITA BOULEVARD, TORRANCE, 90505-5073	21	4.0	47659
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	USC KENNETH NORRIS, JR. CANCER HOSPITAL	1441 EASTLAKE AVENUE, LOS ANGELES, 90033	48	5.0	64974
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	USC UNIVERSITY HOSPITAL	1500 SAN PABLO STREET, LOS ANGELES, 90033	50	3.0	107796
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	VALLEY PRESBYTERIAN HOSPITAL	15107 VAN OWEN STREET, VAN NUYS, 91405	3	4.0	54113
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	VERDUGO HILLS HOSPITAL	1812 VERDUGO BOULEVARD, GLENDALE, 91208	5	5.0	36376
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	WEST HILLS HOSPITAL AND MEDICAL CENTER	7300 MEDICAL CENTER DRIVE, CANOGA PARK, 91307	3	1.0	103455
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	WHITE MEMORIAL MEDICAL CENTER	1720 CESAR E. CHAVEZ AVENUE, LOS ANGELES, 90033	4	2.5	55786
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Los Angeles	WHITTIER HOSPITAL MEDICAL CENTER	9080 COLIMA ROAD, WHITTIER, 90605	2	5.5	73166
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Madera	CHILDREN'S HOSPITAL CENTRAL CALIFORNIA	9300 VALLEY CHILDREN'S PLACE, MADERA, 93638	7	1.0	21743
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Marin	KAISER FND HOSP - SAN RAFAEL	99 MONTECILLO ROAD, SAN RAFAEL, 94903	16	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Marin	MARIN GENERAL HOSPITAL	250 BON AIR ROAD, GREENBRAE, 94904	16	5.0	101701
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Marin	NOVATO COMMUNITY HOSPITAL	180 ROLAND WAY, NOVATO, 94945	1	3.0	89167
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Merced	MERCY MEDICAL CENTER - MERCED	333  MERCY AVENUE, MERCED, 95340	15	3.0	45740
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Monterey	COMMUNITY HOSPITAL MONTEREY PENINSULA	23625 W. R. HOLMAN HIGHWAY, MONTEREY, 93940	13	4.0	56144
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Monterey	NATIVIDAD MEDICAL CENTER	1441 CONSTITUTION BOULEVARD, SALINAS, 93906	17	2.0	63453
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Monterey	SALINAS VALLEY MEMORIAL HOSPITAL	450 EAST ROMIE LANE, SALINAS, 93901	8	6.5	63859
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Napa	QUEEN OF THE VALLEY HOSPITAL - NAPA	1000 TRANCAS STREET, NAPA, 94558	12	3.5	122298
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Napa	ST. HELENA HOSPITAL	10 WOODLAND RD., ST. HELENA, 94574	5	7.0	106485
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Nevada	SIERRA NEVADA MEMORIAL HOSPITAL	155 GLASSON WAY, GRASS VALLEY, 95945	8	3.5	51717
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Nevada	TAHOE FOREST HOSPITAL	10121 PINE STREET POB 759, TRUCKEE, 96160	1	5.0	55799
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	AHMC ANAHEIM REGIONAL MEDICAL CENTER	1111 WEST LA PALMA AVENUE, ANAHEIM, 92801	12	4.0	79063
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	CHILDREN'S HOSPITAL OF ORANGE COUNTY	455 SO. MAIN STREET, ORANGE, 92668	4	1.5	40160
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	COASTAL COMMUNITIES HOSPITAL	2701 BRISTOL STREET, SANTA ANA, 92704	1	3.0	30830
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID	17100 EUCLID STREET, FOUNTAIN VALLEY, 92708	7	4.0	64588
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	GARDEN GROVE HOSPITAL AND MEDICAL CENTER	12601 GARDEN GROVE BLVD., GARDEN GROVE, 92643-1959	1	5.0	38238
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	HOAG MEMORIAL HOSPITAL PRESBYTERIAN	ONE HOAG DRIVE, NEWPORT BEACH, 92663	34	4.0	49039
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	KAISER FND HOSP - ANAHEIM	441 LAKEVIEW AVENUE, ANAHEIM, 92807	33	3.0	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	LOS ALAMITOS MEDICAL CENTER	3751 KATELLA AVENUE, LOS ALAMITOS, 90720	6	2.0	58380
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	MISSION HOSPITAL REGIONAL MEDICAL CENTER	27700 MEDICAL CENTER ROAD, MISSION VIEJO, 92691	19	4.0	59853
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	ORANGE COAST MEMORIAL MEDICAL CENTER	9920 TALBERT AVENUE, FOUNTAIN VALLEY, 92708	13	4.0	59536
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	PLACENTIA LINDA HOSPITAL	1301 NORTH ROSE DRIVE, PLACENTIA, 92670	5	5.0	67393
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	SADDLEBACK MEMORIAL MEDICAL CENTER	24451 HEALTH CENTER DRIVE, LAGUNA HILLS, 92653	14	3.0	56040
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	ST. JOSEPH HOSPITAL - ORANGE	1100 WEST STEWART DRIVE, ORANGE, 92868	39	3.0	41586
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	ST. JUDE MEDICAL CENTER	101 EAST VALENCIA MESA DRIVE, FULLERTON, 92835	18	4.0	49697
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER	101 CITY DRIVE SOUTH, ORANGE, 92668	45	3.0	110332
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Orange	WESTERN MEDICAL CENTER - SANTA ANA	1001 NORTH TUSTIN AVENUE, SANTA ANA, 92705	6	4.0	67006
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Placer	SUTTER AUBURN FAITH HOSPITAL	11815 EDUCATION STREET, AUBURN, 95602	3	4.0	49823
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Placer	SUTTER ROSEVILLE MEDICAL CENTER	ONE MEDICAL PLAZA, ROSEVILLE, 95661	8	3.0	47620
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Riverside	CORONA REGIONAL MEDICAL CENTER-MAIN	800 SOUTH MAIN STREET, CORONA, 92882	4	4.5	63697
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Riverside	DESERT REGIONAL MEDICAL CENTER	1150 NORTH INDIAN CANYON DRIVE, PALM SPRINGS, 92262	2	3.5	81644
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Riverside	EISENHOWER MEDICAL CENTER	39-000 BOB HOPE DRIVE, RANCHO MIRAGE, 92270	17	5.0	95497
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Riverside	HEMET VALLEY MEDICAL CENTER	1117 EAST DEVONSHIRE, HEMET, 92543	6	7.0	56320
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Riverside	KAISER FND HOSP - RIVERSIDE	10800 MAGNOLIA AVENUE, RIVERSIDE, 92505	24	4.5	0
2009	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Riverside	PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER	3865 JACKSON STREET, RIVERSIDE, 92503	5	5.0	65770
